City Name,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
Nara,100,JP,1563558216,100,34.68,135.8,77.0,3.36
Sobolevo,52,RU,1563558216,88,54.43,31.9,58.09,8.63
El Alto,75,BO,1563558217,75,-16.5,-68.19,41.0,4.7
Siocon,43,PH,1563558217,85,11.03,124.04,78.43,0.16
Kahului,40,US,1563557796,74,20.89,-156.47,80.6,18.34
Zhangjiakou,99,CN,1563558218,90,40.77,114.88,64.57,3.91
Timizart,0,DZ,1563558218,70,36.8,4.25,79.15,29.24
Chapais,40,CA,1563558219,60,49.78,-74.86,75.2,12.75
Swabi,16,PK,1563558219,41,34.13,72.47,94.45,9.93
Gossas,0,SN,1563558220,39,14.49,-16.06,100.4,2.24
Alta Floresta,20,BR,1563558220,30,-9.87,-56.08,95.0,5.82
Asmar,12,AF,1563558221,83,35.03,71.36,66.01,1.48
Los Llanos de Aridane,20,ES,1563558043,64,28.66,-17.92,75.2,20.8
Floro,20,NO,1563558221,77,61.6,5.03,64.4,6.93
Vancouver,1,CA,1563558049,63,49.26,-123.12,66.0,5.82
Grootfontein,0,NA,1563558223,18,-19.56,18.1,60.8,3.36
Zhigansk,27,RU,1563558223,69,66.77,123.37,46.57,14.36
Chaman,0,AF,1563558224,9,30.92,66.46,81.85,2.24
San Andres,91,PH,1563558224,86,13.32,122.68,79.87,8.1
Sola,99,TZ,1563558225,34,-3.17,33.8,77.53,6.06
Sarkand,9,KZ,1563558226,26,45.41,79.91,74.65,4.83
Wembley,90,CA,1563558226,93,55.15,-119.14,57.2,9.17
Port Augusta,0,AU,1563558226,44,-32.49,137.76,57.2,14.99
Vesoul,0,FR,1563558227,37,47.62,6.16,84.0,3.36
Rocha,70,UY,1563558227,83,-34.48,-54.34,60.43,6.51
Richards Bay,0,ZA,1563558228,62,-28.77,32.06,73.93,15.5
Balgazyn,25,RU,1563558228,72,51.0,95.2,57.73,2.51
Chuy,60,UY,1563558229,79,-33.69,-53.46,60.25,6.38
Tazovskiy,0,RU,1563558229,65,67.47,78.7,64.75,13.18
Manjacaze,0,MZ,1563558230,26,-24.71,33.88,70.33,7.63
Berlevag,75,NO,1563558231,87,70.86,29.09,55.4,13.87
Sturgis,38,CA,1563558231,78,51.94,-102.54,59.35,12.55
Atasu,0,KZ,1563558231,42,48.68,71.64,70.33,10.42
Soller,0,DE,1563558232,36,50.73,6.56,80.01,5.82
Namibe,10,AO,1563558233,90,-15.19,12.15,68.89,14.61
Port Lincoln,0,AU,1563558233,61,-34.72,135.86,59.35,24.52
Poladpur,71,IN,1563558233,84,17.98,73.47,81.31,1.95
Srednekolymsk,99,RU,1563558234,68,67.46,153.71,42.07,4.54
Auki,94,NG,1563558234,59,12.18,6.51,83.83,7.25
Oksovskiy,70,RU,1563558235,58,62.61,39.91,62.77,6.82
Akhmim,0,EG,1563558235,23,26.56,31.74,93.2,13.87
Loreto,92,PY,1563558236,66,-23.27,-57.32,74.83,5.91
Jumla,10,NP,1563558236,93,29.28,82.18,52.87,2.55
Foumban,96,CM,1563558236,93,5.73,10.9,64.03,4.07
Kloulklubed,75,PW,1563558237,94,7.04,134.26,78.8,8.43
Najran,40,SA,1563558238,12,17.54,44.22,93.2,4.7
Clarksburg,1,US,1563558168,49,39.24,-77.28,97.0,5.66
Inuvik,90,CA,1563558238,93,68.36,-133.71,59.0,6.93
Tamandare,13,BR,1563558239,43,-8.28,-70.75,90.67,1.9
Linqiong,40,CN,1563558239,74,30.42,103.46,80.6,2.24
Urusha,100,RU,1563558240,65,54.05,122.9,58.99,6.38
Toamasina,75,MG,1563558241,88,-18.17,49.38,69.8,3.36
Gorontalo,70,ID,1563558241,94,0.54,123.06,73.03,3.02
Omboue,70,GA,1563558242,88,-1.57,9.26,75.19,13.82
Rafai,56,CF,1563558242,80,4.95,23.92,73.39,1.03
Shatsk,10,RU,1563558243,87,54.03,41.71,60.97,9.01
Husavik,0,CA,1563558243,39,50.56,-96.99,79.0,7.0
Mitsamiouli,20,KM,1563558244,78,-11.38,43.28,75.2,2.24
Abu Samrah,0,SY,1563558245,63,35.3,37.18,73.57,12.24
Rawson,78,AR,1563558245,29,-43.3,-65.11,50.89,31.09
Polonnaruwa,96,LK,1563558245,68,7.94,81.0,80.59,18.25
Comodoro Rivadavia,40,AR,1563558246,46,-45.87,-67.48,50.0,35.57
San Juan,50,AR,1563558246,15,-31.54,-68.53,62.05,4.47
Mabaruma,91,GY,1563558247,86,8.2,-59.78,81.49,4.65
Bathsheba,20,BB,1563558247,62,13.22,-59.52,87.8,17.22
Santa Cruz de la Palma,20,ES,1563558247,64,28.68,-17.76,75.2,20.8
Port Keats,0,AU,1563558248,56,-14.25,129.55,65.29,5.82
Prince Albert,90,CA,1563558106,87,53.2,-105.75,60.8,4.7
Chabahar,38,IR,1563558249,79,25.29,60.65,84.2,6.93
Macae,90,BR,1563558250,73,-22.37,-41.79,71.6,6.93
Leirvik,20,NO,1563558250,77,59.78,5.5,64.0,11.41
Sarh,0,TD,1563558250,74,9.14,18.39,84.2,4.07
Yerbogachen,6,RU,1563558251,59,61.28,108.01,50.89,9.04
Nha Trang,20,VN,1563558252,74,12.24,109.19,86.0,11.41
Flin Flon,75,CA,1563558252,88,54.77,-101.88,64.4,12.75
Bolgatanga,75,GH,1563558253,68,10.79,-0.85,81.49,9.44
Lazaro Cardenas,75,MX,1563558253,42,28.39,-105.62,87.01,4.7
Ormara,33,PK,1563558253,67,25.21,64.64,83.65,7.29
Teshie,40,GH,1563558254,94,5.58,-0.11,77.0,11.41
College,75,US,1563558254,67,64.86,-147.8,62.6,5.82
Acajutla,9,SV,1563558255,62,13.59,-89.83,84.19,6.62
Mount Isa,0,AU,1563558255,56,-20.73,139.49,41.0,10.65
Nabire,38,ID,1563558256,95,-3.36,135.5,69.97,3.49
Olinda,46,AU,1563558256,81,-37.84,145.39,51.01,12.75
Tessalit,98,ML,1563558257,9,20.2,1.01,107.59,18.84
Yuksekova,0,TR,1563558146,64,37.57,44.29,71.6,4.7
Pitimbu,75,BR,1563557982,74,-7.47,-34.81,82.4,17.22
Bolshaya Glushitsa,2,RU,1563558258,59,50.24,43.59,66.99,5.23
Dongsheng,16,CN,1563558259,85,29.72,112.52,78.25,4.07
Alenquer,75,BR,1563558259,74,-1.95,-54.74,86.0,9.17
Mugur-Aksy,68,RU,1563558260,87,50.38,90.44,40.99,2.93
Bambous Virieux,75,MU,1563558260,83,-20.34,57.76,71.6,16.11
Ayan,0,IR,1563558261,28,38.23,44.7,62.95,3.87
Vila,0,IT,1563558261,48,45.18,8.4,88.0,8.05
Buin,75,CL,1563558261,48,-33.73,-70.74,66.99,3.36
Kuito,0,AO,1563558262,21,-12.38,16.94,57.91,4.03
Ialibu,100,PG,1563558262,99,-6.28,143.99,64.21,2.01
Khani,90,GE,1563558263,88,41.96,42.96,73.4,2.24
Bonthe,100,SL,1563558263,86,7.53,-12.5,77.53,16.06
Cayenne,5,GF,1563558264,66,4.94,-52.33,89.6,11.41
Aripuana,0,BR,1563558264,22,-9.17,-60.63,96.97,4.0
Havelock,1,US,1563558265,49,34.88,-76.9,93.99,20.8
Sampit,99,ID,1563558265,97,-2.54,112.95,75.55,2.57
Tarakan,44,ID,1563558266,80,3.3,117.63,79.33,1.97
Barranca,97,PE,1563558266,80,-10.75,-77.76,62.23,8.21
Pokrovka,91,RU,1563558267,97,43.95,131.63,64.57,2.35
Yugo-Kamskiy,20,RU,1563558267,77,57.7,55.58,69.8,2.24
Muchkapskiy,19,RU,1563558268,82,51.85,42.48,63.31,8.12
Numazu,100,JP,1563558268,92,35.1,138.87,80.01,3.0
Rio Gallegos,0,AR,1563558151,52,-51.62,-69.22,42.8,11.41
Kamina,0,CD,1563558269,31,-8.74,25.0,67.09,3.76
Springfield,1,US,1563558039,55,37.22,-93.29,91.4,14.99
Fukue,75,JP,1563558270,94,35.03,136.69,78.01,3.36
Mbandaka,74,CD,1563558270,72,0.05,18.26,76.09,1.99
Hetauda,75,NP,1563558271,88,27.43,85.03,73.4,3.36
Yaan,98,NG,1563558271,95,7.38,8.57,73.21,3.44
Noumea,90,NC,1563558251,93,-22.28,166.46,59.0,3.36
Ust-Nera,100,RU,1563558272,94,64.57,143.24,34.33,8.43
Margate,20,AU,1563558273,86,-43.03,147.26,44.01,8.05
San Nicolas,90,PH,1563558273,91,16.07,120.76,77.17,2.1
Santa Fe,3,AR,1563557981,51,-31.62,-60.7,73.0,4.0
Sao Filipe,1,CV,1563558274,84,14.9,-24.5,75.73,13.89
Verkh-Usugli,100,RU,1563558275,98,52.7,115.17,58.63,4.99
Novaya Lyada,39,RU,1563558275,89,52.71,41.64,62.05,7.18
Rudnyy,40,KZ,1563558276,39,52.96,63.12,78.8,4.47
Kharan,0,PK,1563558276,38,28.58,65.42,85.99,8.34
Mokrous,21,RU,1563558276,68,51.24,47.51,69.61,5.37
Palu,31,ID,1563558277,89,-0.9,119.87,74.29,2.86
Tipuani,70,BO,1563558277,84,-15.56,-68.02,56.65,5.82
Sompeta,100,IN,1563558278,89,18.93,84.6,79.69,1.83
Tanout,100,NE,1563558278,36,14.97,8.88,93.01,13.15
Bereda,0,ES,1563558279,73,43.27,-7.54,80.01,6.93
Dawson Creek,90,CA,1563558039,87,55.76,-120.23,59.0,8.05
Garowe,43,SO,1563558279,42,8.41,48.48,84.01,24.47
Shizunai,100,JP,1563558280,98,42.33,142.37,61.15,10.54
Yumen,0,CN,1563558280,24,40.29,97.04,78.61,7.72
Samarai,97,PG,1563558281,90,-10.62,150.67,70.87,5.99
Zhezkazgan,0,KZ,1563558281,27,47.8,67.71,79.69,11.16
Finnsnes,20,NO,1563558282,42,69.23,17.98,75.2,6.93
Skelleftea,0,SE,1563558282,45,64.75,20.95,68.0,9.17
Sibu,75,MY,1563558283,94,2.29,111.83,78.8,3.11
Saint-Louis,20,SN,1563558283,66,16.03,-16.5,84.2,9.17
Bol,97,TD,1563558284,56,13.47,14.72,85.45,4.16
Diffa,100,NE,1563558284,31,13.32,12.61,94.99,6.42
Yeppoon,1,AU,1563558285,66,-23.13,150.74,48.2,4.7
Finschhafen,92,PG,1563558285,95,-6.6,147.85,64.03,2.42
Yar-Sale,33,RU,1563558285,72,66.83,70.83,69.43,3.36
Galle,93,GN,1563558286,87,10.08,-12.83,77.35,3.91
Griffith,0,AU,1563558123,93,-34.29,146.06,39.2,5.82
Inongo,99,CD,1563558287,54,-1.93,18.29,82.75,2.19
